City, Description, Temperature, Humidity, Wind_Speed
Kalangala,overcast clouds,296.79,71,4.73
Kajansi,light rain,296.53,89,2.85
Kagadi,overcast clouds,293.13,86,2.34
Kaberamaido,light rain,294.68,87,2.49
Kabale,overcast clouds,287.57,96,1.33
Kaabong,overcast clouds,293.64,65,3.89
Jinja,overcast clouds,294.85,82,2.94
Iganga,overcast clouds,293.26,89,2.5
Hoima,overcast clouds,292.96,88,2.43
Gulu,overcast clouds,292.56,92,2.28
Gombe,overcast clouds,296.97,97,1.45
Fort Portal,overcast clouds,291.95,82,1.99
Entebbe,light rain,297.33,78,4.63
Dokolo,light rain,293.88,89,1.82
Mpigi District,overcast clouds,296.97,90,2.29
Byakabanda,overcast clouds,291.09,93,1.38
Bwizibwera,overcast clouds,290.77,91,1.2
Bweyogerere,light rain,297.01,95,1.76
Buyende,overcast clouds,293.62,91,2.62
Buwenge,overcast clouds,293.45,89,1.8
Butaleja,overcast clouds,292.96,91,3.23
Busia,light rain,292.11,92,2.2
Bushenyi,overcast clouds,289.85,92,1.48
Busembatia,overcast clouds,292.89,89,2.52
Bundibugyo,overcast clouds,295.65,74,1.61
Bulisa,light rain,298.42,74,2.18
Bulambuli,overcast clouds,290.23,80,2.28
Bukwa,overcast clouds,289.25,74,3
Bukomansimbi,overcast clouds,291.63,92,2.23
Bukiberu,light rain,297.24,78,4.63
Bukedea,overcast clouds,293.24,84,3.79
Buikwe,broken clouds,292.57,93,1.68
Bugiri,overcast clouds,293.06,87,2.49
Bugembe,overcast clouds,294.42,82,2.78
Bududa,overcast clouds,291.32,89,2.29
Budaka,overcast clouds,292.62,91,3.33
Binyin,overcast clouds,289.53,66,1.74
Balabala,few clouds,297.34,78,4.63
Arua,broken clouds,294.2,73,2.54
Apac,overcast clouds,293.22,90,1.4
Amuria,overcast clouds,293.69,87,2.39
Amudat,overcast clouds,295.21,62,2.35
Amolatar,overcast clouds,295.93,82,4.05
Alebtong,light rain,293.8,86,2.13
Adok,light rain,292.83,93,1.4
Adjumani,light rain,294.86,81,1.6
Abim,overcast clouds,292.42,69,1.65
Karonga,few clouds,295.52,80,1.67
Chitipa,few clouds,289.18,95,2.72
Zemio,overcast clouds,295.06,91,0.43
Youhamba,overcast clouds,296.37,88,3.6
Yalinga,overcast clouds,295.16,91,2.16
Vakaga Prefecture,overcast clouds,304.99,38,3.02
Sayo,moderate rain,294.29,98,0.48
Rafai,light rain,293.5,99,1.13
Pendé,overcast clouds,295.05,95,1.19
Ouango,moderate rain,294.6,97,2.69
Ouaka Prefecture,moderate rain,295.92,98,1.85
Ouadda,overcast clouds,294.92,95,2.07
Obo,overcast clouds,296.58,69,1.39
Ndélé,overcast clouds,300.61,52,2.71
Mobaye,moderate rain,295.1,98,1.93
Mbomou Prefecture,light rain,293.51,99,1.44
Kembé,moderate rain,295.63,98,0.94
Ippy,light rain,296.06,93,1.59
Hele,overcast clouds,296.79,71,1.77
Haut-Mbomou Prefecture,overcast clouds,295.46,80,1.82
Haute-Kotto Prefecture,overcast clouds,294.07,94,1.85
Gambo,moderate rain,294.69,98,1.86
Central African Republic,overcast clouds,295.85,93,3.3
Bria,overcast clouds,295.14,95,1.13
Borota,very heavy rain,295.11,98,3.65
Birao,overcast clouds,304.63,39,2.99
Basse-Kotto Prefecture,very heavy rain,294.81,99,2.13
Bangassou,moderate rain,294.33,98,0.52
Bamingui-Bangoran Prefecture,overcast clouds,299.91,52,2.77
Bambari,heavy intensity rain,295.88,98,1.32
Alindao,very heavy rain,295.37,99,4.02
Victoria,few clouds,301.74,79,2.57
Seychelles,few clouds,302.17,79,2.57
English River,few clouds,301.25,79,2.57
Bel Ombre,few clouds,302.06,79,2.57
Bel Ombre,few clouds,300.8,79,2.57
Anse Royale,few clouds,301.47,79,2.57
Salamat Region,broken clouds,306.14,32,2.04
Ouadaï Region,few clouds,306.12,12,3.06
Kamina,scattered clouds,307.11,10,2.95
Iriba,overcast clouds,301.76,15,5.07
Goz Beida,few clouds,306.47,20,2.04
Biltine,overcast clouds,308,10,4.35
Am Timan,broken clouds,306.5,31,2.33
Adré,clear sky,304.38,12,4.02
Abéché,scattered clouds,307.11,10,2.95
Zaḩar,light rain,289.04,86,4.73
Yarqā,clear sky,289.03,71,0.75
Waqqāş,light rain,292.63,80,2.44
Petra,clear sky,282.7,78,3.26
Wadi Al Seer,few clouds,287.72,63,3.09
Umm Qays,light rain,290.5,83,3.4
Umm as Summāq,few clouds,287.09,63,3.09
Umm al Qiţţayn,few clouds,285.48,84,5.2
Tibnah,light rain,288.34,86,4.08
Sūf,scattered clouds,286.77,86,4
Şammā,light rain,289.32,83,3.4
Sāl,light rain,288.22,82,6.35
Sakib,few clouds,286.77,87,3.43
Şakhrah,light rain,286.27,86,4.71
Saḩam al Kaffārāt,light rain,288.77,85,4.04
Saḩāb,haze,287.5,63,3.09
Şabḩā,few clouds,286.49,81,5.41
Raymūn,few clouds,287.61,87,3.68
Qumaym,light rain,289.66,85,4.3
Qafqafā,scattered clouds,286.79,78,4.9
Miqāţ,clear sky,289.15,51,3.16
Marka,few clouds,288.18,63,3.09
Malkā,light rain,288.82,85,4.27
Aş Şafāwī,clear sky,287.08,72,9.33
Madaba,haze,285.44,66,2.06
Ma'an Governorate,clear sky,288.44,45,5.16
Kurayyimah,few clouds,292.53,79,0.35
Kitim,light rain,286.28,83,5.65
Kharjā,light rain,288.44,86,4.98
Kafr Sawm,light rain,288.28,85,4.53
Kafr Asad,light rain,289.51,85,4.25
Kafr Abīl,light rain,288.99,85,2.48
Judita,light rain,287.31,87,3.67
Hashemite Kingdom of Jordan,clear sky,286.34,60,3.69
Jāwā,haze,287.32,63,3.09
Jerash,few clouds,289.11,81,3.99
‘Izrā,clear sky,284.74,68,2.32
Irbid Governorate,light rain,287.03,85,5.59
Irbid,light rain,288.45,85,5.49
Ḩātim,light rain,289.56,85,4.48
Ḩalāwah,light rain,289.42,83,1.63
Ḩakamā,light rain,288.07,85,5.59
Dayr Yūsuf,light rain,287.44,86,5.18
Buşayrā,clear sky,284.82,79,2.23
Burmā,clear sky,289.18,87,2.94
Bayt Yāfā,light rain,287.44,86,5.18
Bayt Īdis,light rain,288.17,84,2.72
Balīlā,broken clouds,287.79,80,5.31
Az Zubaydīyah,clear sky,287.73,75,5.36
Zarqa,few clouds,289.1,63,3.09
Zarqa Governorate,clear sky,289.4,60,5.67
‘Ayy,clear sky,286.44,66,2.48
‘Ayn Jannah,light rain,287.57,87,3.65
Aydūn,light rain,287.03,85,5.59
Aţ Ţurrah,scattered clouds,288.43,84,6.05
Aţ Ţayyibah,light rain,288.95,85,4.28
Al Khinzīrah,clear sky,287.03,66,2.87
Aţ Ţayyibah,clear sky,283.13,77,2.85
Aţ Ţafīlah,clear sky,285.15,77,2.32
Tafilah Governorate,clear sky,288.34,76,1.95
Salt,clear sky,287.52,81,1.6
Ash Shajarah,light rain,288.53,84,5.91
Isfīr al Maḩaṭṭah,clear sky,286.3,59,4.71
Ar Ramtha,broken clouds,288.51,80,6.72
Ar Rabbah,clear sky,285.05,70,2.55
‘Anjarah,light rain,287.29,88,3.36
Amman Governorate,clear sky,284.29,70,5.26
Amman,few clouds,288.2,63,3.09
Ḩayy al Quwaysimah,few clouds,287.08,63,3.09
Al Quwayrah,clear sky,292.15,59,2.12
Al Qaşr,clear sky,285.48,70,2.7
Al Mazār al Janūbī,clear sky,283.74,73,2.81
Al Mafraq,clear sky,288.56,73,5.04
Mafraq Governorate,clear sky,288.39,55,5.25
Al Kittah,few clouds,288.68,87,3.68
Al Karāmah,clear sky,294.34,59,0.06
Qīr Moāv,clear sky,287.56,67,2.13
Karak,clear sky,284.61,74,2.85
Al Jubayhah,few clouds,286.27,63,3.09
Al Jīzah,haze,285.18,66,2.06
Al Jafr,clear sky,288.2,51,5.56
Al Ḩamrā’,few clouds,287.86,73,6.6
Ḩayy al Bunayyāt,few clouds,287.11,63,3.09
Balqa Governorate,clear sky,289.5,67,0.28
Aqaba,clear sky,297.07,43,6.69
Adjlun,light rain,287.96,87,3.65
Adir,clear sky,284.55,73,2.86
Zonianá,clear sky,285.5,67,1.34
Zarós,clear sky,287.96,79,1.63
Zárkos,broken clouds,288.26,82,5.14
Nomós Zakýnthou,scattered clouds,288.47,85,0.95
Zakynthos,scattered clouds,287.83,82,0.18
Zacháro,scattered clouds,289.46,79,2.04
Zagorá,broken clouds,286.26,75,4.1
Gytheion,broken clouds,290.84,75,1.54
Gymno,overcast clouds,288.57,64,2.28
Giannouli,broken clouds,289.16,82,5.14
Gérgeri,clear sky,286.55,83,1.66
Geráki,overcast clouds,287.68,76,1.72
Gefyra,overcast clouds,290.09,87,3.11
Xylokastro,broken clouds,290.56,70,0.81
Vrontados,few clouds,290.07,82,7.2
Vravrona,few clouds,290.11,69,0.51
Vrachnaiika,clear sky,290.74,75,1.97
Vrachati,overcast clouds,290.49,71,1.87
Vouliagméni,few clouds,290.65,65,3.13
Voula,few clouds,290.69,64,2.68
Vonitsa,few clouds,290.13,88,0
Volos,broken clouds,289.32,88,3.73
Nomós Voiotías,overcast clouds,285.35,73,0.89
Vlachópoulo,scattered clouds,287.46,87,2.57
Vlachiótis,overcast clouds,290.26,74,1.4
Výronas,few clouds,289.96,66,2.24
Vilia,overcast clouds,287.05,79,1.27
Verdikoússa,overcast clouds,283.14,97,1.86
Velo,overcast clouds,290.38,69,1.97
Velestino,broken clouds,288.87,86,4.12
Vágia,overcast clouds,289.24,73,2.47
Vathy,overcast clouds,289.29,57,1.69
Vathy,overcast clouds,290.78,71,3.45
Vathy,few clouds,290.12,67,3.09
Vasiliko,overcast clouds,289.22,57,1.78
Vasilikí,overcast clouds,287.49,97,1.94
Varvásaina,scattered clouds,287.58,78,1.98
Vartholomió,scattered clouds,288.1,100,0
Varnávas,overcast clouds,287.24,76,2.59
Vareiá,few clouds,287.6,70,2.57
Vári,few clouds,290.74,64,3.13
Vari,overcast clouds,290.33,72,3.6
Várda,clear sky,289.11,94,1.54
Vamvakoú,overcast clouds,288.66,90,3.42
Valsamáta,scattered clouds,288.1,43,0.62
Tsikalariá,few clouds,289.94,77,1.54
Tsarítsani,overcast clouds,287.04,94,1.67
Tripoli,broken clouds,283.97,82,1.19
Triovasalos,broken clouds,290.99,77,3.56
Tríkeri,broken clouds,287.41,74,3.52
Trikala,overcast clouds,284.6,99,1.88
Trikala,overcast clouds,287.5,92,1.28
Ialysos,few clouds,293.67,71,5.14
Traganón,scattered clouds,288.05,100,0
Tragana,overcast clouds,289.49,74,1.54
Tolo,overcast clouds,290.07,81,1.45
Týrnavos,broken clouds,289.05,82,5.14
Tinos,few clouds,290.2,77,4.12
Tympaki,clear sky,290.34,79,1.79
Tílisos,few clouds,288.47,86,4.63
Thrapsanón,few clouds,288.01,88,4.63
Thouría,clear sky,290.01,82,1.54
Thebes,overcast clouds,288.81,84,2.16
Fira,clear sky,290.99,63,3.6
Thymiana,few clouds,290.02,82,7.2
Thesprotikó,overcast clouds,289.61,89,1.21
Thesprotia,broken clouds,287.48,85,1.8
Thespiae,overcast clouds,288.06,73,2.75
Thérmo,broken clouds,287.87,91,1.42
Thérissos,few clouds,289.88,86,4.63
Terpsithea,broken clouds,289.04,82,5.14
Témeni,broken clouds,290.25,75,0.41
Tanágra,overcast clouds,287.84,57,1.87
Strovíki,overcast clouds,289.16,70,1.79
Stratos,broken clouds,287.32,87,1.23
Steíri,overcast clouds,285.28,88,2.33
Stýpsi,clear sky,283.87,65,2.24
Stilís,overcast clouds,291.64,70,1.58
Stefanovikeio,overcast clouds,289.1,88,1.34
Stános,broken clouds,288.11,83,0.95
Stamáta,overcast clouds,287.56,71,3.17
Stalida,clear sky,290.8,74,1.49
Lássi,scattered clouds,291.11,43,0.56
Spetses,overcast clouds,290.34,75,3.88
Sperchógeia,clear sky,289.92,82,1.54
Spercheiáda,overcast clouds,289.95,96,0.59
Spata,few clouds,289.56,67,4.02
Sparti,broken clouds,290.34,74,0.81
Sourpi,broken clouds,289.74,82,4.12
Soúrmena,few clouds,290.45,65,3.13
Soúda,few clouds,289.78,77,1.54
Sofiko,overcast clouds,287.69,73,0.97
Skopelos Town,broken clouds,286.6,70,5.45
Skópelos,few clouds,287.03,70,2.57
Skýros,broken clouds,288.09,69,5.18
Skiathos,broken clouds,287.02,69,4.85
Schisma Eloundas,clear sky,293.62,68,2.76
Schimatari,overcast clouds,288.51,58,1.79
Skepastó,broken clouds,284.01,87,0.81
Skala Oropou,overcast clouds,289.69,60,1.78
Skalánion,few clouds,288.67,86,4.63
Skála,overcast clouds,290.31,73,1.13
Sitia,clear sky,293.7,79,4.08
Synoikismós Chavaríou,scattered clouds,287.64,100,0
Symi,broken clouds,293.52,71,7.79
Sylivainiótika,broken clouds,290.24,77,0.55
Sykoúrio,overcast clouds,288.68,91,0.98
Sicyon,overcast clouds,290.21,69,1.78
Síkinos,broken clouds,290.65,59,3.92
Sykiá,overcast clouds,288.85,88,2.28
Serifos,overcast clouds,288.17,78,3.83
Selinia,few clouds,290.86,63,0
Selianitika,broken clouds,290.56,74,0.89
Savália,scattered clouds,288.11,100,0
Sardínia,broken clouds,289.66,83,1.01
Samos Prefecture,few clouds,287.72,72,3.09
Samos,few clouds,290.35,67,3.09
Sami,scattered clouds,291.39,43,0.94
Salamina,few clouds,290.93,62,0
Rogitika,clear sky,290.74,71,1.58
Roviés,overcast clouds,286.54,86,2.53
Rodotopi,overcast clouds,286.92,88,0.51
Rizomylos,overcast clouds,289.13,88,1.34
Rízoma,overcast clouds,287.32,96,2.14
Rio,few clouds,291.11,72,0.99
Rethymno,clear sky,289.94,79,1.59
Rethymno,clear sky,287.15,72,2.16
Rafina,few clouds,290.17,71,4.02
Pteleos,overcast clouds,289.21,77,2.69
Psychikó,few clouds,289.12,67,2.68
Psachná,overcast clouds,289.16,74,2.35
Prokópi,overcast clouds,286.49,75,2.55
Profítis Ilías,few clouds,287.61,86,4.63
Nomós Prevézis,broken clouds,288.02,84,0.94
Preveza,few clouds,290.1,88,0
Pramanta,overcast clouds,285.16,92,1.38
Porto Cheli,overcast clouds,290.87,73,3.12
Portariá,overcast clouds,286.07,78,3.7
Poros,few clouds,291.39,77,0.99
Poros,overcast clouds,289.71,75,2.58
Politiká,overcast clouds,288.33,73,2.29
Polichnítos,few clouds,286.5,67,4.36
Plomari,few clouds,287.88,69,2.56
Pligoni,few clouds,287.53,70,2.57
Platýkampos,broken clouds,289.12,82,5.14
Platariá,broken clouds,291.08,82,1.98
Platanos Kalyvion,broken clouds,288.07,88,1.64
Plátanos,scattered clouds,287.51,78,2.06
Platanos,clear sky,288.67,82,0.69
Plataies,overcast clouds,288.1,82,1.93
Planos,scattered clouds,287.9,83,0.29
Pigí,overcast clouds,287.79,94,1.06
Pithári,few clouds,288.99,77,1.54
Pythagóreio,few clouds,290,72,3.09
Piryi,few clouds,289.33,82,7.2
Pyrgetós,overcast clouds,288.86,95,2.03
Pyrgetós,overcast clouds,287.58,93,1.28
Pýrgos,scattered clouds,288.03,78,1.98
Pýrgos,clear sky,286.8,66,4
Piraeus,few clouds,290.91,64,0.89
Pylos,scattered clouds,290.05,85,3.72
Pylí,clear sky,292.4,72,6.17
Pýli,overcast clouds,286.91,96,0.91
Pikermi,few clouds,289.65,70,4.02
Petroúpolis,few clouds,289.67,66,2.68
Magoúla,overcast clouds,289.24,70,1.79
Petras,clear sky,286.71,65,2.24
Péta,overcast clouds,289.08,87,1.39
Perigiali,overcast clouds,290.53,71,1.9
Perivoli,broken clouds,290.91,78,1.28
Perivólia,few clouds,289.66,77,1.54
Peristeri,few clouds,290.35,65,2.68
Perdika,broken clouds,289.62,80,1.98
Perama,overcast clouds,285.74,93,1.72
Pérama,few clouds,290.59,64,0
Pérama,clear sky,289.12,78,1.21
Perachora,overcast clouds,288.43,70,2.97
Pelópi,scattered clouds,287.67,78,2.04
Pelasgia,overcast clouds,288.97,88,2.57
Pedini,overcast clouds,284.7,95,1.58
Pátrai,clear sky,291.28,71,0.96
Patitiri,scattered clouds,286.69,70,5.83
Pasio,overcast clouds,290.48,68,1.89
Pártira,clear sky,287.92,74,3.36
Parthéni,scattered clouds,292.03,78,6.97
Paros,overcast clouds,290.82,72,3.6
Parga,broken clouds,291.34,79,1.76
Paravola,broken clouds,287.08,92,1.89
Proástio,overcast clouds,289.03,89,1.14
Parapótamos,broken clouds,290.4,86,1.7
Paramythiá,overcast clouds,285.78,87,1.36
Paralia,clear sky,290.82,71,1.58
Pappádos,few clouds,287.37,70,2.57
Pappadátes,overcast clouds,288.54,92,1.14
Pánormos,clear sky,289.23,80,1.31
Panaitolio,broken clouds,289.93,92,1.96
Pámfila,few clouds,287.67,69,2.57
Pallini,few clouds,289.38,67,4.02
Palamás,overcast clouds,289.05,87,1.89
Pálairos,few clouds,289.95,88,0
Palaiópyrgos,overcast clouds,288.99,92,1.63
Old Faliron,overcast clouds,290.7,65,2.24
Palaiomonástiro,overcast clouds,287.59,95,0.84
Palaiókipos,few clouds,287.45,70,2.57
Paleochora,clear sky,290.34,62,5.28
Palekastro,clear sky,290.44,79,5.28
Palaia Fokaia,overcast clouds,290.56,67,3.65
Palaia Epidavros,overcast clouds,289.26,73,1.47
Paianía,few clouds,289.42,66,2.24
Oxílithos,overcast clouds,288,76,3.45
Ovriá,clear sky,290.42,71,1.1
Oropos,overcast clouds,289.47,57,1.79
Orchomenos,overcast clouds,289.21,70,1.79
Oreoí,overcast clouds,286.93,75,2.65
Omvriaki,overcast clouds,288.28,92,1.33
Omorfochóri,broken clouds,289.23,82,5.14
Oinousses,scattered clouds,290.12,67,3.88
Oinofyta,overcast clouds,288.95,57,1.79
Papagou,few clouds,288.03,67,4.02
Níkaia,broken clouds,288.99,82,5.14
Nikaia,few clouds,290.69,65,0.89
Nerokoúros,few clouds,289.84,77,1.54
Neo Monastiri,overcast clouds,291.09,89,1.86
Karlovasi,scattered clouds,290.02,72,5.99
Neochoropoulo,overcast clouds,285.66,95,1.61
Oichalía,overcast clouds,288.95,89,1.97
Neochori,overcast clouds,281.39,98,0.89
Neochóri,broken clouds,290.12,82,1.07
Neochori,broken clouds,290.2,83,1.85
Neochóri,scattered clouds,288.2,100,0
Nenita,few clouds,289.24,82,7.2
Nemea,broken clouds,287.76,80,0.88
Nea Tiryntha,broken clouds,290.06,84,1.51
Nea Stira,overcast clouds,289.53,69,3.07
Néa Smírni,broken clouds,289.18,82,5.14
Néa Smýrni,few clouds,290.48,65,2.24
Néa Seléfkeia,broken clouds,290.81,84,1.88
Neapoli,clear sky,291.68,65,2.4
Néa Péramos,few clouds,290.73,59,0
Nea Palatia,overcast clouds,289.45,68,1.8
Néa Manoláda,clear sky,289.23,94,1.54
Nea Makri,few clouds,289.95,71,3.13
Nea Liosia,few clouds,290.04,66,2.68
Nea Kios,broken clouds,289.83,85,1.52
Nea Ionia,few clouds,289.71,66,2.68
Néa Filadélfeia,few clouds,289.98,66,2.68
Néa Erythraía,overcast clouds,288.55,68,2.68
Nea Artaki,overcast clouds,289.01,75,2.18
Néa Anchiálos,broken clouds,289.86,84,4.12
Naxos,overcast clouds,291.48,79,4.92
Nafplion,overcast clouds,290.39,83,1.52
Nafpaktos,scattered clouds,291.04,73,1.2
Náousa,overcast clouds,291.02,77,3.6
Mouzourás,few clouds,289.15,77,1.54
Mouzaki,overcast clouds,285.04,96,0.81
Mouzaki,scattered clouds,286.86,84,0.81
Mourniés,few clouds,289.37,77,1.54
Moúlki,overcast clouds,290.27,68,1.89
Moschato,few clouds,290.82,65,0.89
Mória,few clouds,287.69,69,2.57
Morfovouni,overcast clouds,284.61,95,0.6
Monólithos,clear sky,292.08,63,3.6
Monastiráki,few clouds,288.13,88,0
Molos,overcast clouds,291.9,91,2.21
Moláoi,overcast clouds,286.8,83,1.92
Mokhós,clear sky,288.31,72,1.46
Moires,clear sky,289.25,77,0.89
Mitrópoli,overcast clouds,286.67,96,0.62
Mytilinioi,few clouds,289.44,72,3.09
Mytilene,few clouds,287.75,69,2.57
Mytikas,overcast clouds,289.19,57,1.78
Molivo,clear sky,286.56,65,2.24
Mitata,broken clouds,288.24,89,2.95
Myrsíni,scattered clouds,288.2,100,0
Myrina,clear sky,286.73,77,2.57
Milos,broken clouds,290.99,77,3.56
Mýloi,few clouds,291.07,71,0.92
Milesi,overcast clouds,288.82,69,1.92
Mikrománi,clear sky,290.11,82,1.54
Mykonos,few clouds,289.89,77,4.12
Megísti,clear sky,292.08,61,4.61
Metsovo,broken clouds,281.15,92,0.92
Methóni,scattered clouds,290.07,84,4.55
Methana,overcast clouds,292.35,75,2.55
Metamorfosi Troizinos,overcast clouds,290.72,75,1.79
Messenia,clear sky,288.11,90,1.16
Messíni,clear sky,290.06,82,1.54
Messolonghi,scattered clouds,290.52,84,1.46
Messaria,clear sky,291.15,63,3.6
Mertikaiika,broken clouds,289.89,70,0.81
Agía Triáda,overcast clouds,289.05,89,0.97
Menídi,broken clouds,290.15,83,1.25
Melivoia,overcast clouds,287.26,88,3.37
Melíssia,few clouds,288.67,68,3.58
Meligalás,clear sky,289.66,82,1.54
Megara,few clouds,290.5,59,0
Megalopolis,scattered clouds,287.4,86,1.57
Megálo Chorió,scattered clouds,292.67,77,9.75
Megalochóri,overcast clouds,288.99,90,1.42
Megali Chora,broken clouds,287.4,90,1.6
Megala Kalyvia,overcast clouds,287.54,91,1.09
Mavrommáti,overcast clouds,287.68,95,0.74
Martino,overcast clouds,288.49,78,1.55
Marmari,overcast clouds,289.17,69,3.45
Markópoulo Oropoú,overcast clouds,288.02,68,1.96
Markopoulo Mesogaias,few clouds,289.87,67,0.51
Marathon,overcast clouds,289.59,75,3.25
Marathokampos,few clouds,288.97,72,3.09
Manoláda,clear sky,289.25,94,1.54
Mandráki,broken clouds,292.92,75,8.87
Mándra,few clouds,290.12,61,0
Mantoúdi,overcast clouds,286.76,87,2.83
Mantamádos,clear sky,285.8,65,5.41
Malia,clear sky,290.96,71,1.73
Malesina,overcast clouds,287.72,75,1.68
Makrísia,scattered clouds,287.92,78,2.22
Makrinitsa,overcast clouds,286.05,88,3.7
Makrychóri,overcast clouds,288.57,92,0.44
Makrychóri,overcast clouds,289.05,88,1.25
Makrakomi,overcast clouds,291.19,97,0.63
Magoula,overcast clouds,289,61,1.9
Magoula,few clouds,289.99,61,0
Magoula,broken clouds,290.2,75,0.78
Magnesia,broken clouds,289.41,86,4.12
Loutraki,overcast clouds,290.38,69,2.26
Loutrá,few clouds,287.29,70,2.57
Loúros,broken clouds,290.07,86,0.89
Loukísia,overcast clouds,288.61,75,1.94
Lixouri,scattered clouds,291.3,43,0.8
Livanates,overcast clouds,289.68,74,1.94
Livádia,overcast clouds,290.22,72,0.45
Lithakia,broken clouds,287.8,83,0.78
Leipsoí,scattered clouds,289.97,74,6.28
Límni,overcast clouds,286.83,87,2.34
Limnes,overcast clouds,286.99,81,1.21
Limenas Hersonissou,few clouds,290.48,88,4.63
Lykóvrysi,few clouds,288.91,68,2.68
Lygourio,overcast clouds,288.24,74,0.73
Lefkimmi,broken clouds,291.05,78,1.39
Lefkada,few clouds,290.1,88,0
Lefkada,broken clouds,287.48,74,0.8
Livadeia,overcast clouds,288.67,70,2.34
Lesbos,clear sky,286.28,68,4.3
Lepenou,broken clouds,286.88,86,1.06
Leonídio,overcast clouds,288.78,90,0.83
Lechaio,overcast clouds,290.46,73,1.61
Lechainá,scattered clouds,288.18,100,0
Lávrio,overcast clouds,290.75,71,4.19
Lasithi,clear sky,291.73,50,3.77
Nomós Larísis,overcast clouds,288.36,87,2.13
Larissa,broken clouds,289.09,82,5.14
Larymna,overcast clouds,289.84,78,1.58
Lápas,clear sky,289.66,88,1.54
Lagkada,few clouds,290.05,82,7.2
Lamia,overcast clouds,291.41,70,2.68
Lambírion,broken clouds,290.65,74,0.89
Lálas,scattered clouds,285.82,79,1.86
Laconia,overcast clouds,290.42,72,1.47
Lakkí,scattered clouds,292.87,78,7.13
Krousón,clear sky,286.71,85,1.27
Krokeés,overcast clouds,289.79,71,0.48
Taxiárches,overcast clouds,289.03,89,1.49
Kritsa,clear sky,291.73,50,2.08
Kryonéri,overcast clouds,287.34,70,1.79
Kríkellos,broken clouds,290,83,1.17
Krestena,scattered clouds,286.98,78,2.22
Kranidi,overcast clouds,290.51,73,2.67
Kraniá Elassónas,overcast clouds,284.06,98,2.3
Kouvarás,few clouds,289.2,64,0.51
Koutselio,overcast clouds,285.93,93,1.55
Kouroúpi,broken clouds,290.18,72,3.6
Kostakioi,broken clouds,290.06,85,1.14
Kos,scattered clouds,292.84,75,5.81
Koropí,few clouds,289.8,66,2.24
Koróni,scattered clouds,289.99,75,3.37
Corinth,overcast clouds,290.5,70,1.85
Corinthia,broken clouds,287.58,74,0.9
Domvraína,overcast clouds,289.66,76,3.92
Kompóti,broken clouds,289.64,84,1.29
Kolimbári,clear sky,290.02,82,2.28
Kokkoni,overcast clouds,290.48,69,1.97
Kokkini Chani,few clouds,291.18,88,4.63
Kokkari,few clouds,290.33,67,3.09
Koilada,overcast clouds,291.44,73,2.22
Kýthnos,overcast clouds,289.64,74,7.51
Cythera,broken clouds,290.71,87,1.89
Kissamos,clear sky,290.32,84,1.03
Kírra,overcast clouds,290.36,79,0.54
Kyriáki,broken clouds,285.05,82,3.2
Kyras Vrysi,overcast clouds,290.17,71,1.37
Kypseli,few clouds,289.82,66,2.68
Kyprianos,overcast clouds,290.65,71,4.19
Kyparissía,few clouds,289.78,88,1.4
Kineta,overcast clouds,290.47,75,1.26
Kimolos,broken clouds,290.9,76,4.06
Kými,overcast clouds,287.57,75,3.61
Kyllini,scattered clouds,288.2,100,0
Nomós Kykládon,overcast clouds,289.84,72,3.6
Kifissia,few clouds,288.49,68,3.58
Kiato,overcast clouds,290.56,68,1.89
Chora,few clouds,289.72,72,3.09
Chora,scattered clouds,288.36,88,2.26
Cholargós,few clouds,289.18,67,2.68
Chios Prefecture,few clouds,286.57,82,7.2
Chios,few clouds,290.07,82,7.2
Chiliomodi,overcast clouds,288.59,80,1.02
Chávari,scattered clouds,287.64,100,0
Chaniotis,broken clouds,288.28,72,5.8
Chania,clear sky,277.32,62,0.36
Chania,few clouds,289.93,77,1.54
Chalkoutsi,overcast clouds,289.66,57,1.79
Chalcis,overcast clouds,288.86,57,1.92
Chalkiades,broken clouds,290.06,86,1.24
Chálki,broken clouds,289,82,5.14
Chálki,clear sky,294.07,78,9.23
Chalandrítsa,scattered clouds,286.71,86,1.22
Chalandri,few clouds,289.37,67,3.58
Chaïdári,few clouds,290.02,65,2.68
Keratsini,few clouds,290.68,64,0.89
Keratea,few clouds,289.23,69,0.51
Kerasochóri,overcast clouds,281.35,100,1.23
Kéfalos,clear sky,292.27,72,6.17
Nomós Kefallinías,broken clouds,286.9,43,1.34
Kéa,overcast clouds,285.77,72,7.52
Kavásila,scattered clouds,288.14,100,0
Katsikas,overcast clouds,285.8,94,1.61
Káto Vlasía,scattered clouds,283.17,86,1.03
Katoúna,broken clouds,288.3,82,1.01
Káto Tithoréa,overcast clouds,288.94,94,1.41
Kato Souli,overcast clouds,289.61,77,3.37
Káto Patísia,few clouds,289.94,66,2.68
Káto Mazaráki,few clouds,289.29,78,1.93
Káto Lekhónia,broken clouds,289.89,75,4.18
Kato Chorio,clear sky,293.35,50,1.79
Káto Glykóvrysi,overcast clouds,289.97,79,1.92
Kato Assos,overcast clouds,290.53,71,1.9
Káto Asítai,clear sky,286.58,85,1.51
Káto Achaḯa,clear sky,290.26,88,1.54
Katastari,scattered clouds,291.27,84,0.69
Katákali,overcast clouds,285.82,99,2.16
Kastraki,overcast clouds,286.63,99,2.39
Kastélli,clear sky,288.24,73,1.95
Kastélla,overcast clouds,289.15,74,2.28
